material_id,formula,wyckoff,bandgap_pred_n0,bandgap_ale_n0,bandgap_target
mp-1229020,Al8 Zn3 Cd1 S16,A8BC16D3_pearson_160_2a2b_a_4a4b_3a:Al-Cd-S-Zn,1.5648,0.1037,2.4821
wbm-1-31125,Hf1 P1 N3,AB3C_pearson_38_a_ae_b:Hf-N-P,1.6406,0.2149,0.76
mp-5020,Ba1 Ti1 O3,AB3C_pearson_160_a_b_a:Ba-O-Ti,2.3811,0.1196,2.6212
mp-1020164,Na6 Li2 P4 O14,AB3C7D2_pearson_20_a_bc_a3c_c:Li-Na-O-P,4.8265,0.1089,4.8774
wbm-3-36711,Li2 Eu2 Br6,A3BC_pearson_188_k_a_c:Br-Eu-Li,0.6747,0.0566,0.7
mp-625075,Al2 H2 O4,ABC2_pearson_1_2a_2a_4a:Al-H-O,4.2846,0.9879,4.4378
mp-1070356,Rb2 Te2 Pd1,AB2C2_pearson_71_a_f_h:Pd-Rb-Te,0.7964,0.0889,0.7245
mp-867588,Li8 V4 O8 F4,AB2C2D_pearson_9_2a_4a_4a_2a:F-Li-O-V,1.5778,0.3391,1.8162
mp-765964,Li8 V4 Si8 O28,A2B7C2D_pearson_2_2i_7i_2i_i:Li-O-Si-V,2.8362,0.1886,1.718
mp-22877,V1 Cl2,A2B_pearson_164_d_a:Cl-V,1.3118,0.0947,1.2596
mp-1101566,Co3 P4 O14,A3B14C4_pearson_2_ai_7i_2i:Co-O-P,1.2064,0.6617,0.4661
wbm-4-28421,Cd4 O4 F4,ABC_pearson_14_e_e_e:Cd-F-O,0.7173,0.2445,1.07
mp-1225833,Cs2 Zn2 Fe2 F12,AB6CD_pearson_74_e_2ej_a_c:Cs-F-Fe-Zn,2.1588,0.1979,2.2369
mp-554183,Zr2 Hg6 S4 Cl12,A6B3C2D_pearson_14_3e_ae_e_d:Cl-Hg-S-Zr,2.6524,0.0874,2.5687
wbm-3-73966,Sr2 La2 Te6 Au2,ABCD3_pearson_63_c_a_c_cf:Au-La-Sr-Te,0.9853,0.0531,0.98
mp-8976,Cu2 W1 S4,A2B4C_pearson_111_e_n_a:Cu-S-W,1.6511,0.0637,1.6202
wbm-1-16436,Hf1 Zn1 F6,A6BC_pearson_225_e_a_b:F-Hf-Zn,6.2794,0.1234,6.24
mp-1195316,Sm4 Fe4 Ge8 O28,AB2C7D_pearson_14_e_2e_7e_e:Fe-Ge-O-Sm,2.6769,0.074,1.1759
mp-1213261,Cs4 Tb8 Cl28,A7BC2_pearson_62_c3d_c_2c:Cl-Cs-Tb,4.5358,0.0745,4.5419
wbm-1-5931,Na2 Be2 P2,ABC_pearson_194_c_a_d:Be-Na-P,1.3242,0.1176,1.44
wbm-2-36410,Na1 Tm1 As2 O7,A2BC7D_pearson_5_c_a_b3c_a:As-Na-O-Tm,3.385,0.0343,3.37
mp-753364,Li8 Mn4 O8 F4,AB2CD2_pearson_1_2a_4a_2a_4a:F-Li-Mn-O,0.6928,0.1512,0.8519
wbm-1-5376,In6 B6 S12,ABC2_pearson_166_h_h_2h:B-In-S,1.2948,0.0714,1.55
mp-1111318,K3 Tl1 I6,A6B3C_pearson_225_e_ac_b:I-K-Tl,0.4684,0.0605,0.5555
wbm-1-52742,Sr2 Y2 Ag2 Se6,AB3CD_pearson_63_c_cf_c_a:Ag-Se-Sr-Y,1.4203,0.0321,1.42
wbm-1-52793,Tl2 Cd1 Se4,AB4C2_pearson_111_a_n_f:Cd-Se-Tl,0.582,0.0748,0.18
mp-3915,Ba1 Hg1 O2,ABC2_pearson_166_a_b_c:Ba-Hg-O,2.2485,0.0698,2.3731
mp-1025351,Sr4 Bi2 O1,A2BC4_pearson_139_e_a_ce:Bi-O-Sr,0.6814,0.0824,0.9376
mp-1195839,H24 C8 Se2 N4 O4,A4B12C2D2E_pearson_15_2f_6f_f_f_e:C-H-N-O-Se,4.441,0.3824,3.5037
wbm-1-40608,Er2 Ta2 O8,AB4C_pearson_36_a_4a_a:Er-O-Ta,3.5916,0.0464,3.56
mp-1195634,Cs2 Na4 Mn6 P8 Cl2 O28,ABC3D2E14F4_pearson_15_e_a_ef_f_7f_2f:Cl-Cs-Mn-Na-O-P,2.6555,0.6327,2.5888
mp-755383,Li3 Fe1 P2 H1 O8,ABC3D8E2_pearson_2_b_c_ai_4i_i:Fe-H-Li-O-P,2.3821,1.0728,4.1774
wbm-3-32381,Rb2 Co2 H8,AB4C_pearson_12_i_gij_i:Co-H-Rb,0.0311,0.0239,0.04
mp-1225927,Cs2 Mg2 Ga2 F12,AB6CD_pearson_74_e_2ej_a_c:Cs-F-Ga-Mg,5.6521,0.1146,5.6419
mp-1215583,Zn4 Co1 Se5,AB5C4_pearson_8_a_5a_4a:Co-Se-Zn,0.2584,0.0376,0.0416
wbm-1-20850,Cd2 H6 Os1,A2B6C_pearson_225_c_e_a:Cd-H-Os,2.6165,0.1814,2.66
wbm-5-9891,Er2 Cr1 H6,AB2C6_pearson_225_a_c_e:Cr-Er-H,0.6814,0.1491,0.6
mp-14880,La8 Ta12 S8 O32,A2B8C2D3_pearson_58_2g_2g3h_2g_eh:La-O-S-Ta,1.2387,0.1844,0.7817
wbm-3-54035,Pr2 Mg1 Os1 O6,AB6CD2_pearson_148_a_f_b_c:Mg-O-Os-Pr,0.08,0.0325,0.18
wbm-3-11666,Gd2 C1 I2,AB2C2_pearson_164_a_d_d:C-Gd-I,0.4627,0.1326,0.16
mp-866105,Ca2 Hg1 Pb1,A2BC_pearson_225_c_a_b:Ca-Hg-Pb,0.1476,0.1088,0.0713
wbm-4-26471,Yb2 Cr1 Co1 O6,ABC6D2_pearson_12_a_d_ij_i:Co-Cr-O-Yb,0.3095,0.1493,0.31
mp-554235,La4 Hf4 O14,A2B2C7_pearson_227_c_d_af:Hf-La-O,3.5565,0.8675,0.0345
mp-690653,Na2 H6 C2 N8 O2,AB3C4DE_pearson_51_e_ek_2k_b_f:C-H-N-Na-O,4.0639,0.118,4.8772
mp-1195209,Ho2 H18 C10 N4 O16,A5B9CD2E8_pearson_20_2abc_2ab3c_a_c_4c:C-H-Ho-N-O,4.6445,0.1075,4.6338
wbm-1-15168,Tb1 F3,A3B_pearson_225_ac_b:F-Tb,5.956,0.1473,6.01
wbm-1-46327,Tl2 P2 Se6,AB3C_pearson_71_g_el_f:P-Se-Tl,0.9506,0.0861,0.66
mp-1221971,Mg1 Zn3 S4,AB4C3_pearson_6_a_2a2b_a2b:Mg-S-Zn,1.4892,0.3941,2.2668
wbm-4-6561,U2 Te4 Cl4,A2B2C_pearson_12_j_2i_g:Cl-Te-U,0.0446,0.0215,0.01
mp-763007,Mn6 O3 F9,A3B2C_pearson_38_acef_ab2c_ac:F-Mn-O,0.0776,0.0446,0.0984
mp-1193598,Rb2 Na2 U2 Si4 O18,AB9CD2E_pearson_2_i_9i_i_2i_be:Na-O-Rb-Si-U,2.2871,0.1116,0.4432
mp-1188225,Sm4 V4 O12,A3BC_pearson_62_cd_c_a:O-Sm-V,1.6313,0.0513,1.517
mp-1517075,Sr1 Eu1 Ti1 Sn1 O6,AB6CDE_pearson_216_c_f_a_d_b:Eu-O-Sn-Sr-Ti,0.3262,0.1078,0.279
wbm-1-15208,Rb1 Zn1 F3,A3BC_pearson_221_c_a_b:F-Rb-Zn,3.2043,0.1771,3.68
mp-26875,Li8 Cu4 P4 O16,AB2C4D_pearson_14_e_2e_4e_e:Cu-Li-O-P,0.642,0.6929,1.4347
mp-1211443,K2 La2 Mo4 O16,ABC2D8_pearson_15_e_e_f_4f:K-La-Mo-O,3.3868,0.0568,3.3346
mp-705909,Be8 P4 H20 O28,A2B5C7D_pearson_14_2e_5e_7e_e:Be-H-O-P,5.3732,0.9257,4.9753
mp-1095766,Sr1 Mg1 Cd2,A2BC_pearson_71_e_a_b:Cd-Mg-Sr,0.188,0.1149,0.2513
mp-560410,Sr4 U2 Ni2 O12,AB6C2D_pearson_14_a_3e_e_d:Ni-O-Sr-U,0.7462,0.2973,1.594
wbm-3-36852,Li2 Ir2 F8,A4BC_pearson_14_2e_a_d:F-Ir-Li,1.5511,0.1046,0.83
mp-9122,Ca2 P6,AB3_pearson_2_i_3i:Ca-P,0.4369,0.1516,0.0631
mp-1223405,K4 S4 O12 F4,ABC3D_pearson_62_c_c_cd_c:F-K-O-S,5.3102,0.5852,5.1172
mp-561126,Nd6 Si4 S16 I2,AB3C8D2_pearson_15_e_ef_4f_f:I-Nd-S-Si,2.5938,0.0442,2.5466
mp-1226893,Cd1 Ga4 Hg1 Te8,AB4CD8_pearson_5_a_2c_b_4c:Cd-Ga-Hg-Te,0.3961,0.086,0.3918
mp-752436,Li4 Mn2 Nb6 O16,A2BC3D8_pearson_186_ab_b_c_ab2c:Li-Mn-Nb-O,0.4288,0.1159,0.1574
wbm-1-31094,Rb1 Hg1 N3 O6,AB3C6D_pearson_146_a_b_2b_a:Hg-N-O-Rb,0.8618,0.0669,1.09
wbm-1-7375,Ge6 C6,AB_pearson_186_a2b_a2b:C-Ge,1.8646,0.2233,2.17
mp-976587,K2 P4 Au2 S14,ABC2D7_pearson_15_c_e_f_e3f:Au-K-P-S,1.8001,0.1029,1.5546
mp-1522086,Ca1 Nd1 Zr1 Cr1 O6,ABCD6E_pearson_216_c_a_d_f_b:Ca-Cr-Nd-O-Zr,2.4769,0.0815,2.4074
mp-1522620,Ba1 Sr1 Sm1 Fe1 O6,ABC6DE_pearson_216_c_a_f_b_d:Ba-Fe-O-Sm-Sr,0.153,0.0415,0.1184
mp-1221144,Na4 Sr1 Ca1 Si2,AB4C2D_pearson_115_a_bdg_g_c:Ca-Na-Si-Sr,0.9309,0.2457,0.1347
wbm-1-9785,K2 Cu4 I2 Cl4,A2B2CD_pearson_11_2e_f_e_e:Cl-Cu-I-K,1.9646,0.06,2.01
mp-6539,Rb8 Ti8 P8 O40,A5BCD_pearson_33_10a_2a_2a_2a:O-P-Rb-Ti,3.014,0.0706,3.0591
wbm-3-67577,Dy1 In1 Se2,ABC2_pearson_166_a_b_c:Dy-In-Se,0.7021,0.0619,0.75
mp-1218150,Sr1 Nd1 Al1 O4,ABC4D_pearson_107_a_a_2ab_a:Al-Nd-O-Sr,3.319,0.0884,3.3436
mp-647096,Gd12 S12 N4,A3BC3_pearson_62_3c_c_3c:Gd-N-S,0.8839,0.257,1.0503
mp-1211270,K4 Yb4 Br12,A3BC_pearson_62_cd_c_a:Br-K-Yb,4.4434,0.0651,4.5134
wbm-2-8935,Ca2 Er2 Cu2 Te6,ABCD3_pearson_63_c_c_a_cf:Ca-Cu-Er-Te,0.5653,0.0251,0.57
mp-567907,P6 N10,A5B3_pearson_15_a2f_ef:N-P,3.3988,0.5596,3.56
wbm-4-25522,Rb3 Ir1 O4,AB4C3_pearson_139_a_h_bd:Ir-O-Rb,0.0828,0.0369,0.05
wbm-1-54405,Si2 Br4,A2B_pearson_136_f_a:Br-Si,0.7983,0.072,0.81
wbm-1-10965,Te4 Cl4,AB_pearson_12_2i_2i:Cl-Te,1.0187,0.0763,0.92
mp-28745,Nb8 Te24 I4,AB2C6_pearson_14_e_2e_6e:I-Nb-Te,0.4048,0.0484,0.6361
wbm-1-6383,Y2 Br6,A3B_pearson_11_3e_e:Br-Y,3.2763,0.0642,3.15
mp-554353,Ti4 S16 N20 Cl20,A5B5C4D_pearson_14_5e_5e_4e_e:Cl-N-S-Ti,0.5976,0.5604,1.4906
wbm-1-7624,Sn2 C2 Cl2 O4,ABC2D_pearson_12_g_i_j_i:C-Cl-O-Sn,2.5387,0.151,2.61
mp-23963,H4 I4 O12,ABC3_pearson_19_a_a_3a:H-I-O,2.9344,0.2821,3.2505
mp-19418,V2 Cr2 O8,AB4C_pearson_63_a_fg_c:Cr-O-V,1.5328,0.111,2.0549
wbm-2-28629,Pr2 V2 N4 O2,A2BCD_pearson_8_2b_2a_2a_b:N-O-Pr-V,1.0062,0.0303,1.04
wbm-3-65177,Ti1 S4 Br6,A6B4C_pearson_2_3i_2i_a:Br-S-Ti,0.7006,0.0538,0.81
wbm-1-20408,Hf1 P2 H2 O6,A2BC6D2_pearson_164_d_a_i_d:H-Hf-O-P,4.7706,0.0989,4.85
wbm-3-54805,Sr1 Pb1 Se1 O6,A6BCD_pearson_149_l_a_c_f:O-Pb-Se-Sr,1.4472,0.0949,1.4
mp-1207040,Ba2 In1 Os1 O6,A2BC6D_pearson_225_c_a_e_b:Ba-In-O-Os,0.3084,0.1019,0.4451
mp-1226786,Ce2 Zr1 O6,A2B6C_pearson_71_e_gn_b:Ce-O-Zr,1.9731,0.0654,2.1362
wbm-1-32237,As1 S2 N1 Cl6,AB6CD2_pearson_71_a_el_c_f:As-Cl-N-S,0.6702,0.0866,0.94
mp-559323,Mn4 Bi3 N1 O15,A3B4CD15_pearson_143_3b_2a2c_a_5d:Bi-Mn-N-O,0.9777,0.1484,1.1181
wbm-1-43297,Pr2 Th2 O7,A7B2C2_pearson_115_abcef_g_g:O-Pr-Th,2.7862,0.129,2.79
wbm-2-36680,K1 Sm1 W2 O8,AB8CD2_pearson_164_a_di_b_d:K-O-Sm-W,4.6506,0.0584,4.68
wbm-3-19198,Th1 Cu2 As2,A2B2C_pearson_164_d_d_a:As-Cu-Th,0.235,0.0422,0.23
mp-1246414,Ba2 Mg4 N4,AB2C2_pearson_140_a_h_h:Ba-Mg-N,1.0517,0.1227,1.1022
mp-754656,Li2 Mn2 O4,ABC2_pearson_12_a_d_i:Li-Mn-O,0.8243,0.1549,1.7169
wbm-3-35023,K3 Y1 I6,A6B3C_pearson_148_f_ac_b:I-K-Y,3.4472,0.0729,3.46
wbm-3-14527,Ca2 Se1 Cl2,A2B2C_pearson_166_c_c_a:Ca-Cl-Se,3.213,0.0818,3.34
wbm-1-10825,Sr1 U2 Cl8,A8BC2_pearson_12_gij_a_h:Cl-Sr-U,0.2198,0.0714,0.15
wbm-2-10418,Th2 Cl8,A4B_pearson_2_4i_i:Cl-Th,2.5312,0.3116,4.08
wbm-1-41995,Ba2 Pr1 Ta1 O6,A2B6CD_pearson_12_i_ij_a_d:Ba-O-Pr-Ta,3.4088,0.0495,3.48
wbm-3-55648,Pr2 Cr2 O7,A2B7C2_pearson_12_i_aij_h:Cr-O-Pr,1.0235,0.1694,1.19
wbm-2-43074,Hf1 Se1 S4,AB4C_pearson_10_a_mn_e:Hf-S-Se,1.2137,0.0897,1.31
mp-1182240,Ba1 Tl1 Cu3 Se4,AB3C4D_pearson_215_a_c_e_b:Ba-Cu-Se-Tl,0.7307,0.0981,1.03
wbm-4-6673,Cs2 Pa1 Cl6,A6B2C_pearson_225_e_c_a:Cl-Cs-Pa,0.7071,0.1004,0.66
mp-1080328,Ce2 Se4,AB2_pearson_58_a_g:Ce-Se,0.5332,0.0608,0.631
wbm-4-10802,Mn1 In1 F6,A6BC_pearson_2_3i_b_c:F-In-Mn,1.1673,0.4066,1.38
mp-551451,Fe1 Bi1 O3,ABC3_pearson_1_a_a_3a:Bi-Fe-O,0.5507,0.1383,1.6782
mp-762412,Li4 Mn6 O12,A2B3C6_pearson_12_h_ag_ij:Li-Mn-O,0.5361,0.3241,0.807
mp-766456,Li4 Fe8 P8 O32,A2BC8D2_pearson_29_2a_a_8a_2a:Fe-Li-O-P,3.0346,0.1039,1.5931
wbm-1-42783,La2 Zn1 Si1 O6,A2B6CD_pearson_148_c_f_a_b:La-O-Si-Zn,3.6427,0.1018,4.17
wbm-1-16464,Ca2 Dy1 F7,A2BC7_pearson_156_ab_c_2a3b2c:Ca-Dy-F,6.5409,0.1119,6.66
mp-1516905,Sr8 Pr4 Bi4 O24,AB6CD2_pearson_201_b_h_c_ad:Bi-O-Pr-Sr,1.9803,0.0518,1.8002
mp-758384,Li10 V2 O8 F2,AB5C4D_pearson_9_a_5a_4a_a:F-Li-O-V,2.4469,0.7854,1.14
mp-556606,K8 Bi4 Mo4 P4 O32,AB2CD8E_pearson_73_c_f_d_4f_c:Bi-K-Mo-O-P,3.7103,0.0765,3.5652
mp-767414,K4 Ho2 P2 C2 O14,ABC2D7E_pearson_11_e_e_f_5ef_e:C-Ho-K-O-P,4.3459,0.087,4.4517
mp-550111,Sm1 Bi2 Br1 O4,A2BC4D_pearson_123_h_a_i_b:Bi-Br-O-Sm,1.3518,0.0462,1.3463
wbm-1-9991,Eu1 Tl1 Cl3,A3BC_pearson_160_b_a_a:Cl-Eu-Tl,0.5381,0.1232,0.55
wbm-1-6460,Sr2 Br8,A4B_pearson_88_f_a:Br-Sr,0.0035,0.0375,0.01
mp-755029,Li5 Nb2 Co5 O12,A5B5C2D12_pearson_5_a2bc_a2c_ab_6c:Co-Li-Nb-O,0.5777,0.267,0.1062
mp-1181491,Cu2 Si2 O8 F12,AB6C4D_pearson_14_a_3e_2e_d:Cu-F-O-Si,0.179,0.0622,0.0882
mp-1177103,Li10 Fe2 O6 F2,ABC5D3_pearson_6_ab_ab_2a2b3c_ab2c:F-Fe-Li-O,2.3801,0.2269,2.4707
wbm-4-6784,In2 Fe2 Cl2,ABC_pearson_164_d_d_c:Cl-Fe-In,0.0791,0.0266,0.22
mp-1217838,Ta2 Ti2 Sb2 O12,A6BCD_pearson_2_6i_i_i_i:O-Sb-Ta-Ti,2.5032,0.1508,2.4483
mp-1232245,Pr8 Mg4 Se16,AB2C4_pearson_62_c_2c_2cd:Mg-Pr-Se,1.1849,0.0639,1.2334
wbm-1-59554,V2 Se4 Br4,A2B2C_pearson_2_2i_2i_i:Br-Se-V,0.3502,0.0852,0.63
wbm-3-52840,La2 Zr2 Se2 O5,A2B5C2D2_pearson_139_e_ag_e_e:La-O-Se-Zr,1.6882,0.0639,1.67
wbm-1-15041,Na2 Mg2 F6,A3BC_pearson_161_b_a_a:F-Mg-Na,5.394,0.2822,6.6
mp-1214234,Ca4 Cl8 O8,AB2C2_pearson_68_c_i_i:Ca-Cl-O,0.4686,0.1029,1.7727
mp-1238774,Na8 V8 P8 O32 F8,ABC4DE_pearson_33_2a_2a_8a_2a_2a:F-Na-O-P-V,2.0745,0.8739,2.0793
mp-1228430,Ba6 Ta8 Ti2 O30,A3B15C4D_pearson_127_ag_dhi2j_j_c:Ba-O-Ta-Ti,1.8146,0.0882,2.1176
mp-568484,La12 C4 Br20,A5BC3_pearson_15_a3e3f_f_3f:Br-C-La,2.7508,0.1962,2.2304
mp-24157,P4 H32 N8 O12 F4,AB8C2D3E_pearson_33_a_8a_2a_3a_a:F-H-N-O-P,6.0729,0.2045,4.7799
wbm-3-55681,La2 Fe2 O7,A2B2C7_pearson_12_i_h_aij:Fe-La-O,1.1236,0.1721,0.4
mp-771337,Na12 Fe4 P4 C4 O28,ABC3D7E_pearson_4_a_a_3a_7a_a:C-Fe-Na-O-P,3.0978,0.4994,3.5017
wbm-3-56175,Cs1 Cr1 W2 O8,ABC8D2_pearson_164_a_b_di_d:Cr-Cs-O-W,3.201,0.0745,3.25
mp-1020717,Zn8 Si4 O16,A4BC2_pearson_74_2ehj_h_aeg:O-Si-Zn,2.1952,0.0888,2.1181
mp-559940,Al4 S8 N4 Cl24,AB6CD2_pearson_11_2e_4e4f_f_2f:Al-Cl-N-S,2.3049,0.2962,1.6836
wbm-1-25883,Ba1 Li1 Gd1 Te1 O6,ABCD6E_pearson_216_c_d_a_f_b:Ba-Gd-Li-O-Te,0.8652,0.472,1.12
wbm-3-66195,Yb4 Sb2,AB2_pearson_69_g_gh:Sb-Yb,0.1394,0.0431,0.16
mp-569512,Sb4 I4 Cl32,A8BC_pearson_76_8a_a_a:Cl-I-Sb,1.431,0.1208,1.5838
wbm-3-54777,Rb1 Tl3 Se2 O6,A6BC2D3_pearson_164_i_a_d_bd:O-Rb-Se-Tl,3.3377,0.1269,3.22
wbm-1-36896,Mo2 O4 F4,A2BC2_pearson_26_c_a_2a:F-Mo-O,2.1711,0.5221,2.58
wbm-5-7170,Gd1 V1 F6,A6BC_pearson_12_ij_a_d:F-Gd-V,2.1296,0.0473,2.11
wbm-4-11018,Rb3 Nb1 F6,A6BC3_pearson_12_ij_a_di:F-Nb-Rb,0.2545,0.0427,0.27
wbm-2-30538,Cs4 Na2 Ga2 Sb4,A2BCD2_pearson_72_j_a_b_j:Cs-Ga-Na-Sb,0.703,0.0752,0.73
mp-1292648,Mn6 O4 F8,A4B3C2_pearson_4_4a_3a_2a:F-Mn-O,0.2932,0.1704,0.5328
wbm-3-53967,Sm2 Mg1 Cr1 O6,ABC6D2_pearson_12_a_d_ij_i:Cr-Mg-O-Sm,1.0319,0.0568,1.04
mp-24721,Rb1 H1,AB_pearson_225_a_b:H-Rb,2.8551,0.1927,3.2017
mp-1212984,Dy4 Mn4 Fe4 O20,ABCD5_pearson_55_g_h_e_fghi:Dy-Fe-Mn-O,1.0886,0.1108,1.146
wbm-1-43006,La2 Hf1 Zn1 O6,AB2C6D_pearson_148_a_c_f_b:Hf-La-O-Zn,3.9143,0.1178,4.04
wbm-1-41046,Zn1 Ni3 O4,A3B4C_pearson_65_af_gj_b:Ni-O-Zn,1.5262,0.0587,1.79
mp-1094067,Sc4 F12,A3B_pearson_62_cd_c:F-Sc,6.1202,0.1465,5.747
mp-1518516,Ba1 Sr1 Bi1 Sb1 O6,ABC6DE_pearson_216_c_a_f_b_d:Ba-Bi-O-Sb-Sr,1.3018,0.2841,1.6669
mp-1204501,Cs2 Y2 B8 H32,A4BC16D_pearson_88_f_a_4f_b:B-Cs-H-Y,5.0581,0.3194,5.7043
wbm-2-36665,K1 Lu1 W2 O8,ABC8D2_pearson_164_a_b_di_d:K-Lu-O-W,4.7502,0.0565,4.74
wbm-1-21811,Pr2 I6,A3B_pearson_148_f_c:I-Pr,3.0362,0.065,3.06
wbm-3-51184,Nd2 Pb2 O6,AB3C_pearson_148_c_f_c:Nd-O-Pb,2.9848,0.1007,0.08
wbm-1-46178,K2 P2 S4,ABC2_pearson_15_e_e_f:K-P-S,2.4546,0.0712,1.76
wbm-1-30857,Cs4 I2 N6,A2BC3_pearson_127_e_c_dg:Cs-I-N,3.3477,0.4613,4.05
mp-1103803,Rb2 La1 Nb2 O8,AB2C8D2_pearson_123_c_g_abgi_h:La-Nb-O-Rb,1.7111,0.0659,0.3437
wbm-3-10603,Ba1 Y2 Br8,AB8C2_pearson_12_a_gij_h:Ba-Br-Y,3.0794,0.0528,3.07
wbm-1-15542,K1 Rb2 Al1 F6,AB6CD2_pearson_87_a_eh_b_d:Al-F-K-Rb,6.2601,0.1363,6.49
mp-772591,Li8 Mn8 Si8 O28,A2B2C7D2_pearson_14_2e_2e_7e_2e:Li-Mn-O-Si,2.955,0.1662,2.4627
mp-17479,Na4 V4 P8 O28,AB7C2D_pearson_14_e_7e_2e_e:Na-O-P-V,1.848,0.2623,2.1093
mp-1247132,Ba12 Sc8 N16,A3B4C2_pearson_52_ce_2e_cd:Ba-N-Sc,1.6619,0.0811,1.6155
mp-4649,Pd2 Se4 O10,A5BC2_pearson_15_e2f_a_f:O-Pd-Se,1.4464,0.1201,1.0753
mp-5798,Al6 C3 N2,A6B3C2_pearson_166_3c_ac_c:Al-C-N,1.5641,0.333,0.2119
mp-779287,La4 Hg2 O8,AB2C4_pearson_12_i_2i_4i:Hg-La-O,2.3597,0.123,2.2668
mp-6248,Li2 Gd2 P8 O24,ABC12D4_pearson_15_e_e_6f_2f:Gd-Li-O-P,3.2805,0.0973,3.4713
wbm-2-16364,Rb3 Ti1 F6,A6B3C_pearson_87_eh_ad_b:F-Rb-Ti,0.1371,0.0835,0.13
wbm-3-39875,Rb2 Dy2 Mg2 Se6,ABCD3_pearson_63_a_c_c_cf:Dy-Mg-Rb-Se,2.4516,0.0293,2.46
wbm-1-50153,Rb3 Ta1 S4,A3B4C_pearson_217_b_c_a:Rb-S-Ta,2.7384,0.0838,2.72
wbm-1-7723,Nd2 Al2 C2 O2,ABCD_pearson_166_c_c_ab_c:Al-C-Nd-O,0.299,0.0614,0.36
wbm-1-16715,Ca2 Cu2 S2 F2,ABCD_pearson_129_c_a_b_c:Ca-Cu-F-S,1.4841,0.1766,1.56
mp-23205,Mg1 I2,A2B_pearson_164_d_a:I-Mg,3.7906,0.0714,3.6766
mp-13189,Sr2 Lu2 Cu2 S6,ABC3D_pearson_63_c_a_cf_c:Cu-Lu-S-Sr,1.4038,0.0378,1.3821
wbm-3-52059,K3 Cr1 O4,AB3C4_pearson_5_a_bc_2c:Cr-K-O,1.2802,0.1106,1.2
wbm-1-4434,Ba2 Zn1 B2 O6,A2B2C6D_pearson_166_c_c_h_a:B-Ba-O-Zn,3.8733,0.1027,3.43
wbm-1-42427,La2 Hf1 Mg1 O6,AB2CD6_pearson_148_a_c_b_f:Hf-La-Mg-O,4.2661,0.0904,4.28
wbm-1-44087,In4 O2 F4,A2B2C_pearson_12_j_gi_i:F-In-O,1.4465,0.0917,0.05
mp-1209881,Nb2 Tl2 Cl12,A6BC_pearson_15_3f_c_e:Cl-Nb-Tl,1.5122,0.1592,2.1687
mp-554900,K12 Mn12 O24,ABC2_pearson_11_2e2f_2e2f_2e5f:K-Mn-O,0.283,0.1605,1.7774
mp-1311233,Ba4 Y2 Tl2 Co4 O14,A2B2C7DE_pearson_46_c_c_b3c_b_a:Ba-Co-O-Tl-Y,0.3515,0.058,0.3464
wbm-1-39305,Nd4 O6,A2B3_pearson_167_c_e:Nd-O,3.8175,0.1144,3.84
wbm-1-40282,As2 Au2 O8,ABC4_pearson_9_a_a_4a:As-Au-O,0.4152,0.2242,1.65
mp-757163,Li1 V1 F6,A6BC_pearson_149_l_a_d:F-Li-V,2.6514,0.3215,3.1595
mp-558566,Ba10 Er4 Zr2 Al4 O26,A2B5C2D13E_pearson_194_f_cef_f_d2k_a:Al-Ba-Er-O-Zr,2.4567,0.0884,2.5862
mp-1220690,Na1 Y1 Zr1 S4,AB4CD_pearson_10_c_mn_b_d:Na-S-Y-Zr,0.7626,0.0995,1.0798
mp-1207685,Y6 Rh1 I10,A10BC6_pearson_2_5i_a_3i:I-Rh-Y,0.2869,0.0545,0.0877
mp-862893,Th3 Nb12 O36,A4B12C_pearson_71_2e2n_abeghn3o_cg:Nb-O-Th,1.4298,0.1381,1.9434
wbm-1-52722,Sb4 Se3,A4B3_pearson_166_2c_ac:Sb-Se,0.064,0.0301,0.07
mp-770771,Sr4 Sc8 O16,A4B2C_pearson_62_4c_2c_c:O-Sc-Sr,3.0088,0.2489,3.4364
mp-989178,Sc2 O2 F2,ABC_pearson_129_a_b_c:F-O-Sc,4.2025,0.3682,4.3381
mp-1205186,Li8 Fe8 P8 O32 F4,AB2C2D8E2_pearson_60_c_d_d_4d_d:F-Fe-Li-O-P,1.7788,0.4235,0.6709
wbm-3-23847,Ca1 Gd2 F8,AB8C2_pearson_8_a_2a3b_b:Ca-F-Gd,4.5698,0.1292,4.41
wbm-4-16351,Eu1 Zn2 Ru1 H8,AB8CD2_pearson_164_a_di_b_d:Eu-H-Ru-Zn,0.2983,0.0576,0.07
wbm-1-51776,Sc2 I8,A4B_pearson_2_4i_i:I-Sc,1.6853,0.1193,1.42
wbm-1-37020,Ge3 O6,AB2_pearson_155_d_de:Ge-O,2.8535,0.1692,3.18
mp-1114691,Rb3 Mo1 F6,A6BC3_pearson_225_e_a_bc:F-Mo-Rb,2.9931,0.1751,3.3404
wbm-2-34758,K3 Ta1 O4,A3B4C_pearson_42_ab_cd_a:K-O-Ta,4.2053,0.1054,3.79
wbm-3-10464,Sm2 Br8,A4B_pearson_2_4i_i:Br-Sm,2.1992,0.0983,2.2
wbm-2-43112,Tl2 Zn1 S4,A4B2C_pearson_82_g_ac_b:S-Tl-Zn,0.6393,0.0553,0.7
wbm-3-14672,Cs2 Tm2 Cl6,A3BC_pearson_5_3c_c_c:Cl-Cs-Tm,0.5153,0.0782,0.48
