material_id,formula,bandgap_pred_n0,bandgap_target
wbm-3-52645,Ba1 Zr1 O4,0.0019,1.7
wbm-4-13517,Sr2 Ga8 Ir2,0.0006,0.0
mp-1208330,Tb1 S1 I1,1.2875,1.1186
mp-1521692,Ba1 Zn1 Se4 O12,0.0007,0.0
wbm-3-14294,Th4 Cd2 Sn4,0.0005,0.0
mp-29218,Ge6 Bi4 O18,3.4686,2.9794
wbm-4-16637,Ho1 Pu1 Pb2,0.0006,0.0
wbm-2-1637,Y4 Al6 Os2,0.0006,0.0
wbm-4-25005,Fe3 O6,0.0005,0.0
wbm-1-15128,Rb1 Tl1 F3,0.0008,0.0
mp-1217819,Ta1 Ti1 W1 C3,0.0006,0.0
wbm-5-16449,Pa2 Ni2 P2,0.0006,0.0
mp-1226178,Cr12 B1 P3,0.0006,0.0
mp-1187717,Y4,0.0006,0.0
wbm-2-49559,Sr1 Tl2 Pb1,0.0005,0.0
mp-1192543,Na5 Dy4 Si4 O16 F1,4.6897,4.9155
wbm-3-66202,Yb2 Lu2 Sb2,0.0005,0.0
wbm-1-46060,P1 Pd2,0.0006,0.0
wbm-3-2099,Ho3 Al3 Co1 Si2,0.0005,0.0
wbm-3-67986,Rb2 Y2 Hg2 Se6,1.3263,1.3
wbm-3-40828,Nd2 Mn4 Rh2,0.0005,0.0
mp-13589,Cu1 B1 C4 N4,0.0007,3.247
mp-1209467,Rb4 Al4 Br16,4.2759,4.0935
wbm-3-3579,Al1 Bi2 Au1,0.0005,0.0
mp-1029213,Te4 Mo2 W2 Se2 S2,0.2402,0.2759
wbm-1-11652,Ho12 Co12 Ge24,0.0006,0.0
mp-1186304,Nd4 As8 Au4,0.0006,0.0
mp-1186333,Nd2 Sm6,0.0007,0.0
mp-1176679,Li4 Fe4 Sn4 O16,1.8327,2.4201
wbm-3-60839,Rb2 Er2 Cd2 Te6,1.3925,1.5
wbm-2-16146,Rb3 Lu1 F6,5.8404,6.05
mp-1227796,Ce4 Y16 Si16,0.0006,0.0
mp-1105026,Ho4 Te10,0.0006,0.0
wbm-3-40259,Cs2 Y1 Mg1,0.0007,0.0
wbm-2-43914,Sc2 Pb1,0.0006,0.0
mp-1210555,Mn3 Sn1 H1,0.0006,0.0
mp-1072655,Zr2 Cu4,0.0006,0.0
wbm-4-29759,Tb4 P4 Os4,0.0005,0.0
mp-867733,Fe4 Sb4 P8 O32,1.3533,0.0
wbm-3-17565,Rb4 Co2 Sb2,0.0005,0.0
wbm-2-3277,Sc2 Al2 Ge2,0.0006,0.0
mp-29559,La6 Si6 Cl4,0.0006,0.0
mp-1196622,Yb8 C8 O32,0.0007,0.0
wbm-1-5561,Ba2 Bi4,0.0006,0.0
wbm-3-48437,Tl1 In1 Ni4,0.0005,0.0
wbm-1-1375,Al6 Tc2,0.0006,0.0
wbm-2-50765,V6 Ni1 As2,0.0005,0.0
wbm-1-641,Al2 Fe1 Pt1,0.0005,0.0
mp-563025,Na6 Pb1 O5,0.9514,1.0646
mp-16803,Ca2 Co6 P8 O28,2.4438,0.847
mp-1095764,Hf1 Ta1 Mo2,0.0006,0.0657
wbm-3-76985,Ba2 Zn4 Sb4,0.0006,0.0
mp-765582,Li4 Ni8 O4 F12,2.8681,2.7368
wbm-3-33999,Yb4 In8,0.0006,0.0
wbm-2-31515,Ho4 Ni8,0.0006,0.0
wbm-4-31392,Pr1 Rh1 Pt2,0.0006,0.0
wbm-4-18975,Mg2 In1 Sb2,0.0006,0.0
mp-1225618,Er2 Ga6 Cu11,0.0006,0.0
mp-31479,Ca12 Ga8 Pt8,0.0005,0.0
wbm-2-23399,K2 Ru4,0.0005,0.0
wbm-2-30653,Na1 Nb1 Pt2,0.0006,0.0
mp-1178271,Gd16 As8 O36,3.0916,2.244
wbm-2-6352,Dy3 B3 Pd6,0.0005,0.0
wbm-3-76289,Y2 In8 Os2,0.0006,0.0
mp-1222501,Li2 Mn4 O8,0.0005,0.0
mp-1204963,Pr2 Al40 V4,0.0006,0.0
mp-631462,Be1 Tc1 Se1,0.0634,0.0
wbm-5-10889,Li2 La1 Co2 Sn2,0.0005,0.0
wbm-1-38203,Ba2 Yb2 O6,0.0007,0.0
mp-695911,Mn4 Tl4 H8 O4 F16,1.6472,1.7747
wbm-4-24655,Ba4 Ni4 Pd4,0.0006,0.0
wbm-4-10684,Cs1 Tl2 In1 F6,4.4028,4.54
wbm-4-17180,La2 In1 Sn1,0.0005,0.0
mp-1203495,Tb8 Re12 Si20,0.0006,0.0
wbm-3-41604,Ce1 Mn1 Cu2,0.0006,0.0
mp-683891,Mn2 Sb12 Pb8 S28,0.3402,0.4535
wbm-4-7438,Eu1 Co4 Hg1,0.0006,0.0
mp-1215418,Zn1 In3 As1 Se4,0.406,0.7916
wbm-3-27014,Er3 Fe3 Sn3,0.0006,0.0
mp-5466,Yb2 Nb2 O8,0.0007,0.0
mp-735523,Fe3 P1 H6 Pb1 S1 O14,1.4261,2.0555
wbm-3-38396,Tm2 Mg6 Sn3,0.0005,0.0
wbm-3-414,Ce2 Ag1 Sb1,0.0006,0.0
wbm-1-57837,Ti2 In1 Re1,0.0006,0.0
wbm-2-24229,Li1 La1 Cu2 As2,0.0006,0.0
wbm-3-6243,Er2 Ag1 As1,0.0005,0.0
wbm-1-6068,Pu2 Be1 Tc1,0.0006,0.0
wbm-3-25670,Sr1 Fe7,0.0006,0.0
wbm-2-36945,Pu2 Cd2 As2 O2,0.0006,0.0
mp-675199,Na2 Pr2 S4,2.0349,2.1515
mp-758673,Li2 Nb4 O8,0.4617,0.0
mp-1216916,Ti1 Cu2 Ni1 O4,0.0006,0.0
mp-1173231,Sr4 Ca1 Y1 Co2 Cu4 O14,0.0006,0.0
wbm-3-46562,Cs4 Na2 Pd2,0.0006,0.0
wbm-1-11221,Zn1 Co2 Au1,0.0006,0.0
wbm-1-5773,Be5 In1,0.0006,0.0
wbm-2-41436,Dy1 U1 Ru2,0.0005,0.0
wbm-4-37135,Sr4 Tl5 Rh2,0.0006,0.0
wbm-3-49474,Ni1 Pt2 Pb1,0.0005,0.0
mp-4720,Si2 Ni6 B1,0.0006,0.0
wbm-1-17039,Ce1 Fe2 Sn1,0.0006,0.0
mp-707485,K8 Cu6 As8 H4 O32,0.0006,0.5323
mp-1210842,Lu2 I2 O1,0.0006,0.0
mp-25207,V6 O15,1.0648,1.6609
wbm-3-66593,Sc6 Ga2 Ni1,0.0005,0.0
wbm-4-7386,Yb1 Co3 Pd2,0.0005,0.0
wbm-1-55449,Ce1 Si1 Ru2,0.0006,0.0
mp-1100164,Rb1 Mg6 B1,0.0006,0.0
mp-1218091,Sr2 Pr2 Co4 O12,0.0006,0.0
wbm-1-3312,Ce1 As2 Rh2,0.0005,0.0
mp-1219724,Pr2 Cd2 In2,0.0006,0.0
wbm-3-17856,Yb2 Co2 Sn2,0.0006,0.0
wbm-1-5562,Ba2 Bi6,0.0006,0.0
wbm-3-26034,Ce2 Ga4 Fe2,0.0006,0.0
mp-18659,Sr2 Co4 P4 O16,1.2228,3.0601
wbm-4-7587,Rb4 Co2 As2,0.0005,0.17
wbm-3-57743,Dy6 Fe1 P2,0.0006,0.0
wbm-3-66023,Nd2 Sb2 Au2,0.0005,0.0
wbm-2-28710,Eu1 V1 N2,0.0006,0.0
mp-1522151,K1 In1 W2 O6,0.0005,0.0
mp-1196153,K8 Li8 Y8 F40,7.2577,7.0301
wbm-4-10152,Er1 Tl2 Bi1,0.0006,0.0
wbm-3-42111,Mn1 In2 Ge1,0.0006,0.0
wbm-5-8702,Er1 Ga1,0.0006,0.0
wbm-4-21462,Lu1 Mn1 Pt2,0.0005,0.0
wbm-2-26115,Mg2 Ge2 Ir2,0.0006,0.0
wbm-1-439,Ba2 La2 Ag2 Te6,1.1607,1.09
wbm-1-4199,Ba1 Cu2 B2,0.0005,0.0
wbm-1-38360,Ca4 Zr4 O12,3.7758,3.4
mp-1224004,Ho2 Ga3 Cu1,0.0006,0.0
wbm-2-8803,Ca2 Cd4,0.0006,0.0
wbm-2-51777,Lu3 Zn3 Ag3,0.0006,0.0
wbm-1-31754,Nb2 N2 Cl2,0.0005,0.0
wbm-2-2502,Pr2 Al1 Cu2,0.0006,0.0
wbm-4-32634,K4 Tb2 S6,0.0007,0.0
mp-557328,Li3 Zn2 Sb1 O6,2.2356,2.4666
mp-1106152,Nd10 Pb6,0.0006,0.0
wbm-2-9778,Eu2 Tl2 Cd2,0.0005,0.0
wbm-3-76927,Pm1 Zn2 Pb1,0.0005,0.0
wbm-1-2407,Al1 Ni1 Ir2,0.0006,0.0
mp-1245987,Cs4 Mn4 N4,0.0005,0.0
mp-1193906,Mg6 Si4 O18,0.0008,0.0
wbm-1-14405,Hf2 Tl2 Cu2 Te6,0.0007,0.0
mp-1522023,Sr2 Ca2 Eu2 Bi2 O12,0.0006,0.0
wbm-3-64028,Cs2 Ba2 Cd2 S6,0.0006,0.0
mp-760395,Cr4 O2 F4,0.7945,0.8615
wbm-3-20046,Ta1 Cd1 Cu4,0.0006,0.0
wbm-3-24411,Ho3 Fe6,0.0006,0.0
wbm-1-44465,Nb2 I4 O2,0.807,0.81
wbm-3-34984,K3 Sn1 Br6,0.0007,0.0
wbm-1-19524,Pu2 Ge6,0.0006,0.0
mp-1099927,Eu4 Ag4 O10,0.0007,0.0
wbm-3-18291,Cr3 Ag2,0.0005,0.0
mp-865892,Li2 Ca1 Pb1,0.0006,0.0
wbm-4-7752,La4 Ga4 Co4,0.0005,0.0
wbm-1-15498,Sb1 F5,2.3982,3.61
wbm-3-15908,Pr3 Tl3 Co2,0.0005,0.0
wbm-3-56593,Np2 Cd2 As2 O2,0.0006,0.0
mp-7939,Na2 Nb2 Se4,0.0005,0.5562
mp-1247080,Mg2 V2 Cr2 S8,0.0748,0.0
wbm-4-29653,Cs2 Sc2 P2,0.0005,0.0
wbm-1-49455,Ca4 S6,1.6277,1.26
wbm-2-36761,Ba1 Sm1 P2 O8,0.0007,0.0
mp-752863,K8 N4 O10,1.7345,0.0814
wbm-5-21034,Dy2 Sn1 Ir2,0.0005,0.0
wbm-4-15876,Mg1 Ni3 H4,0.0006,0.0
wbm-1-46896,Ba3 Pd3 Pb3,0.0006,0.0
mp-567089,Yb1 Rh1,0.0006,0.0
mp-1009663,Re1 C1,0.0005,0.0
wbm-1-2119,Ce2 Al2 Ge4,0.0006,0.0
mp-1206587,Eu2 O6,0.0006,0.0
mp-27172,Cs6 In4 Cl18,3.8897,3.4584
mp-1220780,Na1 La1 Nb4 O12,1.7712,1.3258
wbm-5-585,Nd3 Al3 In2 Rh1,0.0005,0.0
wbm-3-62923,Cd2 Ru2 Pb8,0.0006,0.0
mp-973283,Ho1 Lu1 Ag2,0.0005,0.0
wbm-4-18174,Li1 Tl1 Cd1 Au1,0.0005,0.0
wbm-4-24421,Hf3 Cu3 Ni3,0.0007,0.0
wbm-2-52436,Ta6 Zn1 Bi2,0.0006,0.0
wbm-1-41173,Sb1 Ir1 O4,0.0005,0.0
wbm-2-13773,Nd2 Cu2 As2,0.0005,0.0
wbm-2-27327,Mn2 Pt1 Se4,0.0005,0.0
wbm-5-2689,Tl2 Cu6 B1,0.0006,0.0
mp-1516615,Ba4 Li4 Ce4 Sb4 O24,1.9092,1.8695
wbm-2-1134,Lu3 Al3 Co1 Ge2,0.0006,0.0
wbm-1-61696,Zr4 Pt4,0.0006,0.0
mp-15650,As4 Ru4,0.0005,0.0
mp-555531,K20 Tl12 O4,0.0006,0.1349
wbm-2-24687,Li1 La1 Ni2 P2,0.0006,0.0
mp-1078233,H6 C2 Cl2,5.8532,5.5813
mp-863682,Pm2 Ga6,0.0006,0.0
wbm-1-44113,Nb2 O2 F6,3.2509,2.85
wbm-2-28501,Yb4 Fe2 N4,0.0006,0.03
wbm-1-55042,Mn2 Si1 W1,0.0005,0.0
wbm-4-30137,La1 In2 Pd3,0.0005,0.0
wbm-1-25639,Li1 Y2 Ni1,0.0006,0.0
wbm-5-4273,Tb2 Ru2 Cl2,0.0006,0.0
wbm-1-11372,Co8 Se2,0.0005,0.0
wbm-1-37270,Na2 Ir1 O2,0.0005,0.0
wbm-3-14107,Eu2 Cd2,0.0006,0.0
wbm-1-24208,Li3 Mn1 F8,0.2065,0.0
mp-24547,Zn2 H4 Se4 O16,3.3525,2.7465
wbm-4-37845,Ti1 Mn2 Ni1,0.0006,0.0
mp-1206158,Pr2 Si3 Pt3,0.0006,0.0
wbm-4-20626,Gd4 Mn4 Hg2,0.0005,0.0
wbm-5-12239,Ce1 Mg1 Mn2,0.0006,0.0
wbm-2-22654,Er4 In4,0.0006,0.0
wbm-3-59549,Cs2 Ho4 Pd4,0.0005,0.0
wbm-2-43732,Nd2 Tm2 Sb2,0.0005,0.0
mp-631574,Ba2 Be1 Ga1,0.0006,0.0
mp-1521380,Eu1 Zn1 Bi1 W1 O6,0.0474,0.0
mp-1186119,Na1 Cd1 Pd2,0.0005,0.0
wbm-1-49407,Ac1 S3,0.0006,0.0
wbm-1-55994,Y4 Zn4 Si4,0.0005,0.0
mp-8371,Lu1 C2,0.0007,0.0
mp-1185780,Mg6 C2,0.0007,0.0
mp-755180,Li3 Fe2 Cu1 O6,0.0005,0.6105
wbm-3-4741,Sm4 Al2 Ni4,0.0006,0.0
mp-1097176,Sr1 Li1 Tl2,0.0005,0.0
wbm-1-22363,Ta1 In1 Ir2,0.0006,0.0
mp-1226355,Cr2 Rh2 C1,0.0005,0.0
wbm-3-53966,Pu2 Mg1 Cr1 O6,0.0006,0.0
wbm-3-54229,Sr2 Mn1 Rh1 O6,0.0005,0.0
wbm-5-19324,Sc1 Rh2 Pb1,0.0006,0.0
mp-1177549,Li6 V2 Fe6 O16,1.3849,1.3378
wbm-2-52192,Pu1 Zn1 Pt2,0.0006,0.0
mp-1206908,Ti1 Sb1 Rh1,0.0006,0.0
wbm-3-19126,Cs2 Eu4 Pt4,0.0006,0.0
wbm-2-43021,K2 Zn1 Sn1 S4,0.5981,2.0
wbm-2-31024,Na1 Tm1 Pt2,0.0005,0.0
wbm-2-13824,Cu1 Bi1,0.0006,0.0
wbm-4-30696,Rb2 Ac1 Y1,0.0007,0.0
wbm-2-27726,Tb2 Mn1 Cu1,0.0006,0.0
wbm-2-39048,In2 P2 Au2 S6,1.5092,1.41
wbm-1-19340,Hf12 Ge24 Pd12,0.0006,0.0
wbm-2-26806,Gd2 Mg1 Si1,0.0006,0.0
mp-1199971,Rb8 P4 H16 Se12 O8,2.4712,1.3946
mp-12881,Ba3 Nb1 Ga3 Si2 O14,3.0835,3.3008
wbm-4-13255,Tm3 Ga3 Ge2 Ir1,0.0006,0.0
wbm-2-45200,Ho4 Se4,0.0006,0.0
wbm-2-1099,Ca3 Al3 Co1 Ge2,0.0005,0.0
mp-1216160,Y4 Zr3 O12,4.1722,4.0322
wbm-4-32088,Pm1 Ru1,0.0006,0.0
wbm-3-16448,Th1 Co4 Ge6,0.0005,0.0
mp-773066,K3 Ta6 P3 O24,2.0515,3.0048
wbm-2-29813,Ba6 Ge2 N1 O1,0.0006,0.0
wbm-2-42160,Ni4 S8,-0.0006,0.0
mp-780581,Fe8 O6 F10,0.5414,0.1125
mp-865968,Ce1 Al1 Ag2,0.0005,0.0
mp-1204055,P8 H8 Pt2 I2 O20,1.3935,0.194
mp-773721,Mn4 Cu2 P6 O24,0.0006,0.0
wbm-3-73597,Sr1 Ag2 Hg1,0.0006,0.0
mp-1516830,Ca1 Co1 Ge4 O12,0.0006,0.0
wbm-4-38838,Y1 Sn1 I4,0.2032,0.17
wbm-1-35163,Ni1 Ag1 Sb1,0.0005,0.0
mp-1180259,Mn3 As3 Rh3,0.0006,0.0
wbm-3-45287,Gd6 Ge2 N1 O1,0.0006,0.0
wbm-3-35397,K2 Nd2 Mn2 Se6,0.3972,0.48
wbm-1-52619,Cs4 Tb2 Se6,0.0007,0.0
wbm-3-34034,Er3 In3 Pt2,0.0006,0.0
wbm-3-40665,Tb3 Mn2 In3,0.0005,0.0
wbm-1-56246,Eu3 Sn4 Ir4,0.0006,0.0
mp-1100449,Mg3 Si2,0.0005,0.0
wbm-4-30267,Ce1 In2 Pd1,0.0005,0.0
wbm-2-48296,Ti1 Si1 Ir1,0.0006,0.0
wbm-1-58459,Ti1 Mn2 Nb1,0.0005,0.0
wbm-1-25862,Li1 Fe2 Cu1 O6,0.0006,0.0
mp-775276,Co6 Se8 O24,2.6175,0.0
wbm-3-4779,Dy2 Al2 Ni2,0.0005,0.0
wbm-1-5042,B2 Ir4,0.0006,0.0
mp-1096289,Sc2 In1 Hg1,0.0005,0.0
mp-1095427,Hf4 Co4 P4,0.0006,0.0
mp-643365,K2 H6 C4 O6,3.9223,5.179
wbm-2-23755,Li4 In4 Pt2,0.0006,0.0
wbm-1-37734,Zr2 Se1 O2,0.0006,0.0
mp-1209777,Pr12 P4 Br12,0.0006,0.0
mp-1194178,Ti6 Al16 Pd7,0.0006,0.0
wbm-4-20745,Yb2 Mn4 Rh2,0.0006,0.0
wbm-3-72749,Yb1 Np1 Sn2,0.0006,0.0
wbm-3-61131,Ho4 Hg2 Rh4,0.0006,0.0
mp-1520421,Ba4 Eu4 Dy4 Sb4 O24,0.0006,0.0097
wbm-2-36029,Ba2 Eu1 Se1 O6,0.0006,0.0
wbm-1-9795,Nb2 I4 Cl4,0.7815,0.98
wbm-4-25213,Ni2 Ge2 O6,2.2784,2.32
wbm-2-43752,Th2 Sb2 Pt2,0.0006,0.02
wbm-3-23816,Rb3 Ni2 F7,4.1871,4.42
mp-1194713,Rb14 Fe8 Te16,0.0005,0.0
mp-4835,La2 Cu2 Si2,0.0006,0.0
wbm-3-52730,Tb2 Mn2 Se2 O5,0.0005,0.0
wbm-2-34066,K4 Tm2 O6,0.0007,0.0
wbm-4-29281,Yb1 Fe1 P1,0.0006,0.0
mp-1205872,Pr2 Ge6 Pd1,0.0006,0.0
wbm-3-17882,Sr3 Co3 Pt3,0.0005,0.0
mp-510453,Ag12 Ru4 O16,0.0006,0.0
wbm-2-39944,Er1 In5 Pd1,0.0005,0.0
mp-1100457,Mg8 Si16,0.0006,0.0
wbm-2-40198,U2 Pd2,0.0006,0.0
mp-1111986,K2 Lu1 Ag1 Cl6,3.55,3.662
wbm-1-22596,K2 Ni3 Se4,0.5913,0.41
mp-772193,La8 H24 O24,3.9889,4.2352
wbm-1-38108,Hg2 As2 O6,0.0006,0.0
mp-1222550,Mg4 Fe14 O24,0.8564,1.064
mp-763316,Mn6 O10 F2,0.0006,0.0
wbm-3-2733,Tm2 Al8 Ru2,0.0005,0.0
wbm-1-5578,Ba1 La1 Hg2,0.0005,0.0
wbm-3-11299,Sm4 Ni3 C5,0.0006,0.0
wbm-1-60857,Zn1 Hg5,0.0005,0.0
mp-776169,Li8 Mn4 F20,0.9767,0.7715
mp-1218892,Sn1 Te1 Pb1 Se1,0.5254,0.285
wbm-4-334,Dy2 Al4 Pt4,0.0005,0.0
wbm-2-27296,Th2 Mn4 Pd2,0.0006,0.0
wbm-5-7298,Pm1 Fe2 As1,0.0006,0.0
wbm-4-21960,La2 Cr2 N4,0.0006,0.0
wbm-1-53669,Pr2 Si4 Pt2,0.0006,0.0
mp-1211559,K4 Pt4 N8 O20,1.893,0.6258
mp-974341,Ru2 Rh6,0.0007,0.0
wbm-5-7634,Tb1 Ta1 Fe2,0.0006,0.0
wbm-3-37313,Li1 Ti1 Ni2 P2,0.0006,0.0
wbm-1-726,Al8 Ir4,0.0006,0.0
wbm-4-24493,Pr3 In3 Ni1 Ge2,0.0006,0.0
mp-1077797,La2 Ge2 Pt2,0.0006,0.0
wbm-3-19019,Tb6 Cr1 Bi2,0.0006,0.0
wbm-2-38781,Nd1 Ni1 P1,0.0005,0.67
wbm-4-29836,Ac1 Zn2 P1,0.0006,0.0
wbm-1-49119,Ni2 Sn1 S2,0.0005,0.0
wbm-3-1677,Eu1 Al3 Fe2,0.0006,0.0
wbm-3-9836,Zn2 B1 Rh6,0.0005,0.0
wbm-3-62292,Tl2 Rh2,0.0005,0.0
wbm-4-22787,Sc2 Ir2 N2,0.0005,0.0
wbm-1-34593,Ce2 Ni4 Sb2,0.0006,0.0
wbm-3-18563,Er1 Cr1 Bi1,0.0006,0.0
mp-1177761,Li3 Fe2 Co2 O8,0.0105,0.8652
wbm-1-46034,Tb4 Ni2 P2,0.0005,0.0
wbm-2-40508,Rb2 Te4 Au2,0.6151,0.88
mp-29397,Si8 Te8 Pt8,0.0005,0.3352
mp-1401,Zr2 Zn4,0.0005,0.0
wbm-4-31461,Yb2 Sn8 Rh2,0.0006,0.0
wbm-5-14769,Cd1 Ni4 Sn1,0.0006,0.0
wbm-3-19045,Tm6 Cr1 Bi2,0.0006,0.0
wbm-2-5611,Ce2 B5 Os3,0.0006,0.0
wbm-3-63485,Th2 S4 Br4,2.3025,2.22
wbm-2-4204,Nb4 Sn4 As4,0.0006,0.0
mp-1101575,Co4 P10 O30,0.1428,0.0012
wbm-3-2634,Pu2 Al8 Ni2,0.0007,0.0
wbm-2-26428,Lu3 Mg3 Ni3,0.0005,0.0
wbm-1-42522,Sm2 Mg1 Ti1 O6,3.3404,3.18
mp-1202600,Zn10 Ag8 Sn6 Se26 N12,0.0006,0.0
mp-974368,Rh3 Pb1,0.0006,0.0
mp-1096032,Zr2 Re1 Rh1,0.0006,0.0223
wbm-2-11905,La1 Co1 Pt4,0.0006,0.0
wbm-2-38242,Yb2 P1 Cl2,0.0006,0.0
wbm-5-16298,Fe2 P1 Pb1,0.0006,0.0
mp-1215190,Zr1 Ti1 S6,0.3846,0.5749
wbm-1-12741,Cr1 In1 Pd2,0.0005,0.0
wbm-1-15087,Pu1 F3,0.0006,0.0
wbm-2-30695,Na1 Zr1 Cu2 P2,0.0006,0.0
mp-675367,Nb6 Ir2 S16,0.0005,0.0
mp-1178488,Bi6 O8 F2,2.5853,2.3098
wbm-4-14356,Ac1 Ho1 Ge2,0.0006,0.0
wbm-1-20700,Ba2 Mn2 H8,0.0005,0.0
wbm-3-55304,Y2 Ti1 Ga1 O6,0.0006,0.03
mp-1188220,Si6 O12,0.9083,5.6557
wbm-1-15564,Ca2 Zn1 F6,5.0516,3.68
wbm-3-47881,Rb1 Gd2 Ni2,0.0006,0.0
wbm-4-27371,Yb2 Ru1 Pt1 O6,0.0006,0.0
wbm-1-20611,Tb1 H3,0.0006,0.13
wbm-3-51924,Np1 Cu2 Bi2 Te2 O4,0.0006,0.0
wbm-1-8965,Ca2 Pd2,0.0005,0.0
wbm-1-7178,Nb2 C1 Cl2,0.0006,0.0
wbm-1-8416,Cs2 Ca1 Sn1 Br6,2.5244,3.19
mp-11101,Lu4 In4 Rh4,0.0006,0.0
mp-1184968,Li2 Lu1 In1,0.0006,0.0001
wbm-2-6639,U1 Be2 As2,0.0005,0.0
wbm-3-29967,Rb2 Sm4 Ge4,0.0005,0.0
mp-763784,Li1 Mn2 F6,1.6746,0.954
mp-975647,Pr3 Ag1,0.0006,0.0
mp-1095925,Ba1 Ca1 Mg2,0.0006,0.0
wbm-1-31360,U2 W2 N6,0.0006,0.0
mp-777820,Li3 Co3 Ni1 O8,0.0006,0.0
wbm-5-2027,Nd2 Sm2 As2,0.0005,0.0
wbm-4-20424,Y2 Mg1 Pb1,0.0006,0.0
wbm-2-4866,Er2 Fe4 B4,0.0006,0.0
wbm-4-37296,Sr1 Dy1 Sn2,0.0006,0.0
wbm-1-10096,K4 Hg4 Cl12,2.4918,2.72
wbm-4-4647,Ba4 Tl4 Pb4,0.0006,0.0
wbm-5-2471,Hf1 V2 B6,0.0005,0.0
mp-1239245,Hf4 Cr4 Cu4 S16,0.0006,0.0934
wbm-2-34857,Nb1 Sn3 O4,0.0006,0.0
mp-1105072,Eu2 Ga4 S8,0.0005,0.2907
wbm-2-32834,Ni1 Te1 Pd5,0.0006,0.0
wbm-1-6001,Lu2 Be1 Ru1,0.0006,0.0
mp-1228837,Al2 Zn2 Cr2 S8,0.841,0.0
wbm-2-25545,Gd1 Mg3,0.0006,0.0
wbm-1-10940,Sn1 Cl1,0.0005,0.0
wbm-3-62497,Np1 In1 Ru2,0.0006,0.0
wbm-3-5495,Pu3 Al3 Sn3,0.0006,0.0
mp-1215575,Zn1 Au4,0.0006,0.0
wbm-1-44229,Nb2 O2 F2,0.0006,0.49
wbm-2-26102,Sr4 Mg2 Ge4,0.0005,0.0
wbm-2-13671,Cu5 As1 Pb1,0.0006,0.0
wbm-2-48350,V2 Si2 Rh4,0.0006,0.0
wbm-2-3928,Th2 As6,0.0006,0.0
mp-1080337,Ce1 Se2,0.5112,1.0465
wbm-2-48955,Lu2 Sn2 Pt4,0.0006,0.0
wbm-5-15455,Sr1 Pb1 O4,1.6099,0.97
wbm-3-40192,Mg1 Ti3 Zn2,0.0006,0.0
wbm-3-50201,Cs2 Rh1 Br4 O2,0.0005,0.0
wbm-2-38885,Ta4 P2 Pd2,0.0006,0.0
wbm-3-26588,Ce2 Fe1 Ni2,0.0006,0.0
mp-1218924,Sn1 Te2 Pb1,0.1141,0.426
wbm-1-20437,Rb4 In4 H8,0.0006,1.47
mp-1114329,Na3 Cr1 F6,4.0594,4.3972
wbm-3-28135,Hf3 Ga3 Ru2,0.0005,0.0
wbm-3-48517,Zr1 Ni4 Sn6,0.0005,0.0
wbm-4-5028,Al3 Si1 C1,0.0005,0.0
mp-20942,Ba2 Tl1 Cu1 O5,0.0007,0.0
mp-1106179,Ho10 Si6 C2,0.0006,0.0
wbm-1-50839,Sn2 S2,0.0608,0.0
wbm-4-33739,Sc4 In4 Ag4,0.0005,0.0
wbm-2-11403,Lu4 Co2 As2,0.0006,0.0
mp-1204454,V4 Br20 N12,0.6561,0.2773
mp-757758,Li1 Ti3 Nb1 P6 O24,2.126,2.5154
wbm-2-24899,Li1 Pb2 Se1,0.0006,0.0
mp-3535,Rb1 Ce1 S2,0.0006,0.0822
wbm-3-38887,Gd2 Mg1 Fe1,0.0005,0.0
mp-1215005,C8 S40,2.4331,0.5393
wbm-1-4997,Fe1 B1,0.0006,0.0
wbm-4-34325,Zr2 Pb2 Se4,0.0005,0.0
wbm-1-50242,In2 Ni2 S5,0.0007,0.0
wbm-4-7971,Pr4 Co4 Au4,0.0006,0.0
wbm-2-4823,Np1 B2 Pt2 C1,0.0006,0.0
mp-510126,Ce3 Ni2 Sn7,0.0006,0.0
wbm-1-61689,Zr2 Pt6,0.0006,0.0
mp-8880,Al2 P2,0.0006,2.0228
wbm-2-27967,Lu3 Mn3 Au3,0.0005,0.0
wbm-2-13289,Ba1 Cu2 Sn1,0.0005,0.0
wbm-1-24204,Li3 Cr1 F8,0.0007,0.09
mp-754457,Li4 Fe2 F8,3.6859,3.854
wbm-1-49013,K2 Bi2 S4,1.8906,1.77
mp-1215691,Zr10 Al6 O1,0.0006,0.0
wbm-1-31646,Ca4 Rh2 N2,0.0006,0.0
wbm-1-20799,Ti1 H4 Pd3,0.0006,0.0
wbm-2-33376,Rb2 Ni1 Cl4 O2,0.0008,0.0
wbm-1-53379,Dy1 Re4 Si2,0.0006,0.0
wbm-2-10444,Ca1 Te4 Cl6,1.2837,1.63
mp-1025520,Ba2 In4 Pd2,0.0005,0.0
wbm-3-20745,Sm2 Cu2 Ge2,0.0006,0.0
wbm-5-17797,Dy1 Rh1 Pb2,0.0005,0.0
mp-21713,K8 In12 Cu4 Se24,0.7871,0.7267
mp-18960,Er2 V2 O8,3.007,2.9667
wbm-1-27534,Rb2 Mg1 Br4,3.6124,3.61
mp-866052,Gd2 Pd1 Ru1,0.0006,0.0
mp-1232043,La8 Mg4 Se16,2.3267,2.081
wbm-1-7152,Yb2 C2 Br2,2.8966,2.84
wbm-4-33133,Ga2 S2 Cl2,3.2429,2.97
